receive_task_id,complete_time,status,sender_id,tracking_count,total_task_quantity,sender_count,processed_at
DRT2025072407DNA,2025-07-24 17:22:43,Done,889605313,7,113,10,2025-08-06T03:32:33.171899
DRT2025072407DNA,2025-07-24 17:22:43,Done,773402626,13,113,10,2025-08-06T03:32:33.171899
DRT2025072407DNA,2025-07-24 17:22:43,Done,1043724282,1,113,10,2025-08-06T03:32:33.171899
DRT2025072407DNA,2025-07-24 17:22:43,Done,1043757502,3,113,10,2025-08-06T03:32:33.171899
DRT2025072407DNA,2025-07-24 17:22:43,Done,1111975068,1,113,10,2025-08-06T03:32:33.171899
DRT20250724075ZO,2025-07-24 17:15:55,Done,311312007,2,2,1,2025-08-06T03:32:41.385124
DRT20250724075ZC,2025-07-24 17:15:42,Done,450896553,5,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,546943728,2,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,773440894,3,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,889605313,3,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,773402626,5,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,1129462789,2,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,1043757502,1,23,8,2025-08-06T03:32:54.244955
DRT20250724075ZC,2025-07-24 17:15:42,Done,1043724282,2,23,8,2025-08-06T03:32:54.244955
DRT20250724075Z8,2025-07-24 17:14:24,Done,311312007,4,4,1,2025-08-06T03:33:02.964547
DRT2025072407HAU,2025-07-24 17:14:04,Done,546943728,38,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,889605313,26,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,450896553,37,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,773440894,21,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1043724282,17,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1129462789,57,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1043757502,18,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,773402626,13,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,623522505,35,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1043748771,6,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1111975068,5,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1089240201,3,277,13,2025-08-06T03:35:04.050024
DRT2025072407HAU,2025-07-24 17:14:04,Done,1165931454,1,277,13,2025-08-06T03:35:04.050024
DRT2025072407H96,2025-07-24 16:52:21,Done,889605313,3,15,7,2025-08-06T03:35:15.374168
DRT2025072407H96,2025-07-24 16:52:21,Done,1129462789,3,15,7,2025-08-06T03:35:15.374168
DRT2025072407H96,2025-07-24 16:52:21,Done,773402626,2,15,7,2025-08-06T03:35:15.374168
DRT2025072407H96,2025-07-24 16:52:21,Done,623522505,3,15,7,2025-08-06T03:35:15.374168
DRT2025072407H96,2025-07-24 16:52:21,Done,450896553,1,15,7,2025-08-06T03:35:15.374168
DRT2025072407H96,2025-07-24 16:52:21,Done,1089240201,1,15,7,2025-08-06T03:35:15.374168
DRT2025072407H96,2025-07-24 16:52:21,Done,1043724282,2,15,7,2025-08-06T03:35:15.374168
DRT20250724075RN,2025-07-24 16:47:11,Done,311312007,5,5,1,2025-08-06T03:35:24.564584
DRT2025072307D5X,2025-07-24 16:09:34,Done,311312007,2,2,1,2025-08-06T03:35:33.206976
DRT20250723075BS,2025-07-24 16:09:23,Done,NO_DATA,0,0,1,2025-08-06T03:35:41.275646
DRT2025072307CZA,2025-07-24 15:40:38,Done,311312007,2,2,1,2025-08-06T03:35:49.252273
DRT202507230792Q,2025-07-24 15:38:39,Done,1277383464,46,46,1,2025-08-06T03:36:12.371069
DRT20250723074Z9,2025-07-24 14:45:12,Done,311312007,31,31,1,2025-08-06T03:36:30.176617
DRT20250723074WD,2025-07-24 14:43:11,Done,NO_DATA,0,0,1,2025-08-06T03:36:37.891518
DRT2025072307CHM,2025-07-24 14:27:47,Done,NO_DATA,0,0,1,2025-08-06T03:36:45.706133
DRT20250723078MT,2025-07-24 14:14:59,Done,700520010,42,63,2,2025-08-06T03:37:14.601821
DRT20250723078MT,2025-07-24 14:14:59,Done,458756993,21,63,2,2025-08-06T03:37:14.601821
DRT20250723078HT,2025-07-24 13:41:32,Done,311312007,6,7,2,2025-08-06T03:37:23.524192
DRT20250723078HT,2025-07-24 13:41:32,Done,102306521,1,7,2,2025-08-06T03:37:23.524192
DRT2025072307G2I,2025-07-24 13:27:32,Done,1309739046,3,3,1,2025-08-06T03:37:31.921271
DRT2025072307C35,2025-07-24 12:11:50,Done,311312007,8,8,1,2025-08-06T03:37:41.082884
DRT2025072307FVL,2025-07-24 12:11:29,Done,NO_DATA,0,0,1,2025-08-06T03:37:48.738762
DRT2025072307C2K,2025-07-24 12:07:37,Done,587203438,8,8,1,2025-08-06T03:37:58.136917
DRT2025072307873,2025-07-24 11:51:49,Done,311312007,61,68,2,2025-08-06T03:38:27.138975
DRT2025072307873,2025-07-24 11:51:49,Done,102306521,7,68,2,2025-08-06T03:38:27.138975
DRT202507230749X,2025-07-24 11:20:09,Done,1297127243,59,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,910930938,45,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,1401599312,23,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,1354738987,34,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,1354738984,8,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,965886198,1,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,801392982,3,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,910936895,7,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,1401599307,2,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,910946898,7,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,1224107098,1,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,910941135,4,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,436441686,1,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,923680266,5,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,601750765,1,202,16,2025-08-06T03:39:48.504450
DRT202507230749X,2025-07-24 11:20:09,Done,436513804,1,202,16,2025-08-06T03:39:48.504450
DRT2025072307BL0,2025-07-23 20:27:47,Done,434323423,23,32,2,2025-08-06T03:40:07.810988
DRT2025072307BL0,2025-07-23 20:27:47,Done,1326471451,9,32,2,2025-08-06T03:40:07.810988
DRT20250723077QT,2025-07-24 11:04:50,Done,NO_DATA,0,0,1,2025-08-06T03:40:15.611123
DRT2025072307FCI,2025-07-23 20:08:22,Done,1349838939,2,2,1,2025-08-06T03:40:23.524197
DRT20250723073VT,2025-07-23 20:00:29,Done,1277383464,14,14,1,2025-08-06T03:40:34.036913
DRT20250723073VF,2025-07-23 19:55:16,Done,1425583186,4,4,1,2025-08-06T03:40:42.426729
DRT2025072307BIZ,2025-07-23 19:59:51,Done,NO_DATA,0,0,1,2025-08-06T03:40:50.232929
DRT20250723077ON,2025-07-23 19:53:08,Done,587203438,5,5,1,2025-08-06T03:40:58.893137
DRT20250723077MR,2025-07-23 19:52:57,Done,NO_DATA,0,0,1,2025-08-06T03:41:06.669563
DRT2025072307F9K,2025-07-23 19:33:13,Done,1277383464,17,17,1,2025-08-06T03:41:17.554125
DRT2025072307F7U,2025-07-23 19:15:15,Done,1257601721,1,8,2,2025-08-06T03:41:26.856776
DRT2025072307F7U,2025-07-23 19:15:15,Done,1309739046,7,8,2,2025-08-06T03:41:26.856776
DRT20250723073RN,2025-07-23 19:14:46,Done,311312007,1,2,2,2025-08-06T03:41:34.951320
DRT20250723073RN,2025-07-23 19:14:46,Done,102306521,1,2,2,2025-08-06T03:41:34.951320
DRT20250723077J3,2025-07-23 19:02:13,Done,391688542,51,51,1,2025-08-06T03:42:01.342132
DRT2025072307F5W,2025-07-23 18:59:18,Done,NO_DATA,0,0,1,2025-08-06T03:42:09.189363
DRT20250723077HM,2025-07-23 18:59:03,Done,127458335,1,2,2,2025-08-06T03:42:17.157776
DRT20250723077HM,2025-07-23 18:59:03,Done,683730549,1,2,2,2025-08-06T03:42:17.157776
DRT2025072307F4F,2025-07-23 18:58:46,Done,NO_DATA,0,0,1,2025-08-06T03:42:24.893630
DRT20250723077H3,2025-07-23 18:46:56,Done,793236258,16,16,1,2025-08-06T03:42:35.577066
DRT2025072307F3W,2025-07-23 18:46:24,Done,NO_DATA,0,0,1,2025-08-06T03:42:43.386397
DRT2025072307BB3,2025-07-23 18:43:27,Done,311312007,1,1,1,2025-08-06T03:42:51.425988
DRT2025072307F3F,2025-07-23 18:42:19,Done,623522505,8,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,1043757502,3,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,1043724282,3,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,450896553,7,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,1129462789,1,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,546943728,2,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,773402626,2,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3F,2025-07-23 18:42:19,Done,889605313,2,28,8,2025-08-06T03:43:08.749915
DRT2025072307F3E,2025-07-23 18:41:05,Done,NO_DATA,0,0,1,2025-08-06T03:43:16.496761
DRT2025072307F3D,2025-07-23 18:40:51,Done,450896553,1,2,2,2025-08-06T03:43:24.626565
DRT2025072307F3D,2025-07-23 18:40:51,Done,1043724282,1,2,2,2025-08-06T03:43:24.626565
DRT2025072307BAM,2025-07-23 18:40:28,Done,450896553,5,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,135339956,1,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,773440894,4,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,889605313,3,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,1043757502,2,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,546943728,1,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,1043724282,1,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,1129462789,2,20,9,2025-08-06T03:43:35.951857
DRT2025072307BAM,2025-07-23 18:40:28,Done,773402626,1,20,9,2025-08-06T03:43:35.951857
DRT2025072307F38,2025-07-23 18:39:28,Done,NO_DATA,0,0,1,2025-08-06T03:43:43.719745
DRT20250723077GE,2025-07-23 18:39:20,Done,450896553,3,4,2,2025-08-06T03:43:52.385210
DRT20250723077GE,2025-07-23 18:39:20,Done,546943728,1,4,2,2025-08-06T03:43:52.385210
DRT20250723077GD,2025-07-23 18:39:11,Done,NO_DATA,0,0,1,2025-08-06T03:44:00.237596
DRT20250723073MZ,2025-07-23 18:39:04,Done,773402626,1,3,3,2025-08-06T03:44:08.339544
DRT20250723073MZ,2025-07-23 18:39:04,Done,450896553,1,3,3,2025-08-06T03:44:08.339544
DRT20250723073MZ,2025-07-23 18:39:04,Done,546943728,1,3,3,2025-08-06T03:44:08.339544
DRT20250723077GC,2025-07-23 18:38:56,Done,135339956,1,1,1,2025-08-06T03:44:16.189304
DRT20250723073MX,2025-07-23 18:38:47,Done,773440894,1,3,3,2025-08-06T03:44:24.523659
DRT20250723073MX,2025-07-23 18:38:47,Done,1043724282,1,3,3,2025-08-06T03:44:24.523659
DRT20250723073MX,2025-07-23 18:38:47,Done,1129462789,1,3,3,2025-08-06T03:44:24.523659
DRT20250723073MW,2025-07-23 18:38:39,Done,135339956,1,1,1,2025-08-06T03:44:32.451368
DRT20250723073MV,2025-07-23 18:38:28,Done,1043757502,2,6,4,2025-08-06T03:44:41.402432
DRT20250723073MV,2025-07-23 18:38:28,Done,1043724282,1,6,4,2025-08-06T03:44:41.402432
DRT20250723073MV,2025-07-23 18:38:28,Done,773440894,1,6,4,2025-08-06T03:44:41.402432
DRT20250723073MV,2025-07-23 18:38:28,Done,1129462789,2,6,4,2025-08-06T03:44:41.402432
DRT20250723077G6,2025-07-23 18:38:12,Done,135339956,13,13,1,2025-08-06T03:44:51.489599
DRT20250723073LP,2025-07-23 18:37:44,Done,623522505,13,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,1043724282,15,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,889605313,13,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,450896553,35,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,546943728,19,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,773440894,21,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,773402626,13,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,1043748771,2,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,1129462789,10,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,1165931454,1,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,1111975068,2,148,12,2025-08-06T03:45:53.289191
DRT20250723073LP,2025-07-23 18:37:44,Done,1043757502,4,148,12,2025-08-06T03:45:53.289191
DRT2025072307B8W,2025-07-23 18:29:36,Done,102306521,1,9,2,2025-08-06T03:46:02.765223
DRT2025072307B8W,2025-07-23 18:29:36,Done,311312007,8,9,2,2025-08-06T03:46:02.765223
DRT20250723077B0,2025-07-23 18:07:15,Done,311312007,1,1,1,2025-08-06T03:46:10.786088
DRT2025072307EX8,2025-07-23 18:04:35,Done,311312007,1,1,1,2025-08-06T03:46:18.690425
DRT2025072307EWH,2025-07-23 18:00:15,Done,102306521,1,1,1,2025-08-06T03:46:26.455432
DRT2025072307784,2025-07-23 17:53:08,Done,1309739046,2,5,2,2025-08-06T03:46:35.295095
DRT2025072307784,2025-07-23 17:53:08,Done,490073970,3,5,2,2025-08-06T03:46:35.295095
DRT20250722076UB,2025-07-23 17:31:17,Done,102306521,1,7,3,2025-08-06T03:46:44.308935
DRT20250722076UB,2025-07-23 17:31:17,Done,311312007,5,7,3,2025-08-06T03:46:44.308935
DRT20250722076UB,2025-07-23 17:31:17,Done,65492739,1,7,3,2025-08-06T03:46:44.308935
DRT2025072206YR9,2025-07-23 16:47:13,Done,311312007,17,17,1,2025-08-06T03:46:55.173305
DRT20250722076K1,2025-07-23 16:45:49,Done,NO_DATA,0,0,1,2025-08-06T03:47:02.852969
DRT2025072206QUR,2025-07-23 15:35:18,Done,311312007,36,36,1,2025-08-06T03:47:21.710278
DRT20250722072AN,2025-07-23 15:23:03,Done,773440894,3,14,6,2025-08-06T03:47:32.047878
DRT20250722072AN,2025-07-23 15:23:03,Done,1043724282,5,14,6,2025-08-06T03:47:32.047878
DRT20250722072AN,2025-07-23 15:23:03,Done,450896553,3,14,6,2025-08-06T03:47:32.047878
DRT20250722072AN,2025-07-23 15:23:03,Done,546943728,1,14,6,2025-08-06T03:47:32.047878
DRT20250722072AN,2025-07-23 15:23:03,Done,1129462789,1,14,6,2025-08-06T03:47:32.047878
DRT20250722072AN,2025-07-23 15:23:03,Done,1043757502,1,14,6,2025-08-06T03:47:32.047878
DRT2025072206Y6C,2025-07-23 15:21:44,Done,546943728,79,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1129462789,56,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,889605313,50,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1043748771,5,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,623522505,35,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,773440894,67,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,450896553,101,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,773402626,45,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1043724282,39,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1111975068,8,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1043757502,11,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1089240201,3,500,13,2025-08-06T03:50:43.729490
DRT2025072206Y6C,2025-07-23 15:21:44,Done,1165931454,1,500,13,2025-08-06T03:50:43.729490
DRT2025072206UED,2025-07-23 14:50:37,Done,450896553,2,3,2,2025-08-06T03:50:51.984594
DRT2025072206UED,2025-07-23 14:50:37,Done,773440894,1,3,2,2025-08-06T03:50:51.984594
DRT2025072206QKZ,2025-07-23 14:50:26,Done,NO_DATA,0,0,1,2025-08-06T03:50:59.494375
DRT2025072206UDX,2025-07-23 14:50:09,Done,1277383464,13,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,1129462789,2,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,1043724282,4,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,985052317,1,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,773440894,3,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,450896553,4,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,1043757502,1,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,546943728,3,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,773402626,1,39,10,2025-08-06T03:51:19.882319
DRT2025072206UDX,2025-07-23 14:50:09,Done,889605313,7,39,10,2025-08-06T03:51:19.882319
DRT2025072206Y5Q,2025-07-23 14:48:34,Done,1277383464,5,5,1,2025-08-06T03:51:29.148116
DRT2025072206QIX,2025-07-23 14:48:15,Done,450896553,26,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,773440894,18,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,623522505,21,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,546943728,14,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,889605313,11,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,1043724282,4,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,1129462789,9,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,1043757502,7,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,773402626,12,123,10,2025-08-06T03:52:27.467344
DRT2025072206QIX,2025-07-23 14:48:15,Done,1165931454,1,123,10,2025-08-06T03:52:27.467344
DRT2025072206UC9,2025-07-23 14:40:51,Done,1277383464,2,2,1,2025-08-06T03:52:35.683650
DRT2025072206Y43,2025-07-23 14:40:38,Done,623522505,1,5,5,2025-08-06T03:52:44.549330
DRT2025072206Y43,2025-07-23 14:40:38,Done,1043724282,1,5,5,2025-08-06T03:52:44.549330
DRT2025072206Y43,2025-07-23 14:40:38,Done,1129462789,1,5,5,2025-08-06T03:52:44.549330
DRT2025072206Y43,2025-07-23 14:40:38,Done,546943728,1,5,5,2025-08-06T03:52:44.549330
DRT2025072206Y43,2025-07-23 14:40:38,Done,773402626,1,5,5,2025-08-06T03:52:44.549330
DRT2025072207218,2025-07-23 14:40:20,Done,1277383464,2,2,1,2025-08-06T03:52:52.696957
DRT2025072206QIP,2025-07-23 14:40:02,Done,450896553,3,5,3,2025-08-06T03:53:01.470327
DRT2025072206QIP,2025-07-23 14:40:02,Done,546943728,1,5,3,2025-08-06T03:53:01.470327
DRT2025072206QIP,2025-07-23 14:40:02,Done,773440894,1,5,3,2025-08-06T03:53:01.470327
DRT2025072207213,2025-07-23 14:39:44,Done,1277383464,1,1,1,2025-08-06T03:53:09.386054
DRT2025072207211,2025-07-23 14:39:33,Done,773440894,2,3,2,2025-08-06T03:53:18.419426
DRT2025072207211,2025-07-23 14:39:33,Done,773402626,1,3,2,2025-08-06T03:53:18.419426
DRT2025072207210,2025-07-23 14:39:10,Done,1277383464,3,3,1,2025-08-06T03:53:26.738503
DRT2025072206QII,2025-07-23 14:38:59,Done,1129462789,2,10,6,2025-08-06T03:53:36.847525
DRT2025072206QII,2025-07-23 14:38:59,Done,889605313,3,10,6,2025-08-06T03:53:36.847525
DRT2025072206QII,2025-07-23 14:38:59,Done,450896553,1,10,6,2025-08-06T03:53:36.847525
DRT2025072206QII,2025-07-23 14:38:59,Done,1043757502,2,10,6,2025-08-06T03:53:36.847525
DRT2025072206QII,2025-07-23 14:38:59,Done,1043724282,1,10,6,2025-08-06T03:53:36.847525
DRT2025072206QII,2025-07-23 14:38:59,Done,1111975068,1,10,6,2025-08-06T03:53:36.847525
DRT202507220720W,2025-07-23 14:38:33,Done,1277383464,2,2,1,2025-08-06T03:53:44.940613
DRT20250722071YR,2025-07-23 14:38:17,Done,773440894,31,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1129462789,19,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,450896553,39,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,546943728,25,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1043724282,23,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,623522505,20,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,889605313,16,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,773402626,20,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1043757502,1,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1111975068,2,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1043748771,1,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1089240201,1,199,13,2025-08-06T03:55:20.194099
DRT20250722071YR,2025-07-23 14:38:17,Done,1165931454,1,199,13,2025-08-06T03:55:20.194099
DRT2025072206QDJ,2025-07-23 14:14:35,Done,311312007,1,1,1,2025-08-06T03:55:28.241320
DRT2025072206XLT,2025-07-23 12:52:16,Done,311312007,1,1,1,2025-08-06T03:55:36.321077
DRT2025072206Q0J,2025-07-23 13:51:18,Done,311312007,11,11,1,2025-08-06T03:55:46.694881
DRT2025072206Q0E,2025-07-23 12:50:38,Done,311312007,1,1,1,2025-08-06T03:55:54.612677
DRT2025072206Q03,2025-07-23 12:47:22,Done,311312007,1,1,1,2025-08-06T03:56:02.479874
DRT2025072206TSY,2025-07-23 12:41:41,Done,311312007,1,1,1,2025-08-06T03:56:10.286226
DRT2025072206XKU,2025-07-23 12:47:18,Done,NO_DATA,0,0,1,2025-08-06T03:56:17.902331
DRT2025072206XKM,2025-07-23 12:40:20,Done,311312007,29,34,2,2025-08-06T03:56:39.119527
DRT2025072206XKM,2025-07-23 12:40:20,Done,102306521,5,34,2,2025-08-06T03:56:39.119527
DRT2025072206PYP,2025-07-23 12:36:48,Done,311312007,58,65,2,2025-08-06T03:57:08.476054
DRT2025072206PYP,2025-07-23 12:36:48,Done,102306521,7,65,2,2025-08-06T03:57:08.476054
DRT20250722070YC,2025-07-23 10:18:24,Done,311312007,1,1,1,2025-08-06T03:57:16.241600
DRT2025072106PEO,2025-07-22 20:53:23,Done,434323423,37,38,2,2025-08-06T03:57:35.569741
DRT2025072106PEO,2025-07-22 20:53:23,Done,1326471451,1,38,2,2025-08-06T03:57:35.569741
DRT2025072106WZH,2025-07-22 20:14:16,Done,1425583186,1,1,1,2025-08-06T03:57:43.418885
DRT2025072106WYC,2025-07-22 20:14:13,Done,NO_DATA,0,0,1,2025-08-06T03:57:51.256867
DRT2025072106PCR,2025-07-22 19:52:43,Done,1349838939,1,1,1,2025-08-06T03:57:59.072065
DRT2025072106T5G,2025-07-22 19:46:21,Done,1277383464,5,5,1,2025-08-06T03:58:07.730481
DRT20250721070TL,2025-07-22 19:34:10,Done,1277383464,48,48,1,2025-08-06T03:58:28.997668
DRT2025072106T44,2025-07-22 19:26:36,Done,1309739046,11,11,1,2025-08-06T03:58:38.706894
DRT2025072106T3O,2025-07-22 19:23:53,Done,1257601721,15,61,2,2025-08-06T03:59:06.365996
DRT2025072106T3O,2025-07-22 19:23:53,Done,391688542,46,61,2,2025-08-06T03:59:06.365996
DRT20250721070PW,2025-07-22 18:52:30,Done,135339956,7,7,1,2025-08-06T03:59:15.415293
DRT20250721070ON,2025-07-22 18:43:25,Done,311312007,1,1,1,2025-08-06T03:59:23.148858
DRT2025072106WR6,2025-07-22 18:37:54,Done,102306521,1,1,1,2025-08-06T03:59:31.046370
DRT2025072106P5W,2025-07-22 18:40:43,Done,NO_DATA,0,0,1,2025-08-06T03:59:38.694387
DRT2025072106P5T,2025-07-22 18:37:48,Done,1129462789,6,12,4,2025-08-06T03:59:48.582767
DRT2025072106P5T,2025-07-22 18:37:48,Done,773402626,1,12,4,2025-08-06T03:59:48.582767
DRT2025072106P5T,2025-07-22 18:37:48,Done,1043724282,4,12,4,2025-08-06T03:59:48.582767
DRT2025072106P5T,2025-07-22 18:37:48,Done,1043757502,1,12,4,2025-08-06T03:59:48.582767
DRT2025072106SZ5,2025-07-22 18:37:08,Done,311312007,1,1,1,2025-08-06T03:59:56.436544
DRT2025072106SYU,2025-07-22 18:35:47,Done,793236258,39,39,1,2025-08-06T04:00:15.917486
